customer_id,name,email,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,churn_probability,churn,location_lat,location_lon
CUST-10186,Robert Martinez,robert.martinez@example.com,6,109.65,657.9,Month-to-month,Bank transfer,1,No,No,0.9732,1,37.86205,-122.36261
CUST-10187,Robert Taylor,robert.taylor@example.com,34,27.6,938.4,One year,Credit card,0,Yes,Yes,0.0621,0,37.81514,-122.33434
CUST-10188,Elizabeth Thomas,elizabeth.thomas@example.com,10,78.59,785.9,Month-to-month,Credit card,1,No,Yes,0.9007,1,37.86432,-122.35547
CUST-10189,Robert Rodriguez,robert.rodriguez@example.com,13,51.67,671.71,Month-to-month,Electronic check,1,No,No,0.8773,0,37.75832,-122.341
CUST-10190,Michael Jones,michael.jones@example.com,8,30.33,242.64,Month-to-month,Electronic check,1,No,No,0.8668,1,37.80431,-122.47207
CUST-10191,Jennifer Smith,jennifer.smith@example.com,8,110.52,884.16,Month-to-month,Mailed check,1,Yes,No internet service,0.8982,1,37.73912,-122.52775
CUST-10192,Charles Rodriguez,charles.rodriguez@example.com,3,68.42,205.26,Month-to-month,Electronic check,1,No,No,0.9511,1,37.84117,-122.42066
CUST-10193,Karen Miller,karen.miller@example.com,4,104.16,416.64,Month-to-month,Credit card,0,Yes,No,0.9436,1,37.72532,-122.32476
CUST-10194,Karen Jones,karen.jones@example.com,11,37.76,415.36,Month-to-month,Credit card,0,No,No,0.8608,1,37.83339,-122.4221
CUST-10195,Sarah Davis,sarah.davis@example.com,6,113.21,679.26,Month-to-month,Mailed check,1,No,No,0.975,1,37.82941,-122.40437
CUST-10196,Elizabeth Miller,elizabeth.miller@example.com,6,99.57,597.42,Month-to-month,Credit card,0,No,No,0.9674,1,37.71575,-122.4936
CUST-10197,William Wilson,william.wilson@example.com,22,60.08,1321.76,One year,Credit card,1,No internet service,Yes,0.2201,0,37.73276,-122.30075
CUST-10198,Jessica Martin,jessica.martin@example.com,23,55.5,1276.5,One year,Electronic check,1,No,No,0.4692,0,37.81892,-122.27936
CUST-10199,Mary Wilson,mary.wilson@example.com,4,75.8,303.2,Month-to-month,Mailed check,1,Yes,No,0.9046,1,37.8566,-122.39282
CUST-10200,Susan Jones,susan.jones@example.com,2,116.17,232.34,Month-to-month,Electronic check,0,Yes,No,0.9605,1,37.7294,-122.46648
CUST-10201,Richard Taylor,richard.taylor@example.com,9,51.89,467.01,Month-to-month,Bank transfer,1,No,No,0.9036,1,37.63168,-122.46648
CUST-10202,Michael Garcia,michael.garcia@example.com,48,53.1,2548.8,Two year,Credit card,0,Yes,Yes,0.0416,0,37.74641,-122.51406
CUST-10203,Linda Gonzalez,linda.gonzalez@example.com,11,58.88,647.68,Month-to-month,Mailed check,1,Yes,No,0.8091,1,37.86752,-122.55063
CUST-10204,Michael Moore,michael.moore@example.com,7,106.26,743.82,Month-to-month,Bank transfer,1,No,Yes,0.9507,1,37.801,-122.46502
CUST-10205,Elizabeth Martin,elizabeth.martin@example.com,12,79.02,948.24,Month-to-month,Mailed check,1,No,No internet service,0.889,1,37.65998,-122.45741
CUST-10206,William Taylor,william.taylor@example.com,11,68.67,755.37,Month-to-month,Mailed check,1,No,No,0.9198,1,37.66699,-122.47503
CUST-10207,Elizabeth Martin,elizabeth.martin@example.com,7,101.52,710.64,Month-to-month,Credit card,1,Yes,Yes,0.8873,1,37.83794,-122.43624
CUST-10208,David Williams,david.williams@example.com,51,42.48,2166.48,One year,Bank transfer,1,Yes,Yes,0.0279,0,37.84766,-122.33962
CUST-10209,Jessica Taylor,jessica.taylor@example.com,4,56.69,226.76,Month-to-month,Electronic check,0,No,No,0.9351,1,37.69046,-122.44185
CUST-10210,Joseph Martinez,joseph.martinez@example.com,18,28.7,516.6,Two year,Electronic check,0,Yes,No,0.2449,1,37.86811,-122.39302
CUST-10211,Patricia Martin,patricia.martin@example.com,27,40.69,1098.63,One year,Electronic check,1,Yes,Yes,0.1207,0,37.80396,-122.51889
CUST-10212,Charles Martinez,charles.martinez@example.com,61,101.52,6192.72,One year,Mailed check,0,Yes,No internet service,0.0458,0,37.90053,-122.27165
CUST-10213,William Jones,william.jones@example.com,13,87.62,1139.06,Month-to-month,Credit card,1,No,No,0.9362,1,37.81324,-122.45685
CUST-10214,Robert Williams,robert.williams@example.com,13,65.47,851.11,Month-to-month,Credit card,1,No,No,0.904,1,37.85714,-122.34958
CUST-10215,Elizabeth Lopez,elizabeth.lopez@example.com,50,102.48,5124.0,Two year,Credit card,1,Yes,No internet service,0.0925,0,37.72623,-122.39602
CUST-10216,Sarah Thomas,sarah.thomas@example.com,56,82.62,4626.72,One year,Credit card,1,No,Yes,0.0927,0,37.6723,-122.43244
CUST-10217,Linda Miller,linda.miller@example.com,58,107.44,6231.52,Two year,Bank transfer,1,No,Yes,0.1281,0,37.64963,-122.37005
CUST-10218,David Johnson,david.johnson@example.com,7,85.55,598.85,Month-to-month,Electronic check,1,No,Yes,0.9272,1,37.66471,-122.50154
CUST-10219,Elizabeth Smith,elizabeth.smith@example.com,7,89.4,625.8,Month-to-month,Credit card,1,Yes,No,0.9106,1,37.84413,-122.53867
CUST-10220,Mary Lopez,mary.lopez@example.com,26,33.31,866.06,Two year,Mailed check,1,No,No,0.3171,0,37.808,-122.52017
CUST-10221,Patricia Miller,patricia.miller@example.com,26,106.0,2756.0,One year,Electronic check,0,Yes,No,0.4717,1,37.66185,-122.3504
CUST-10222,Patricia Wilson,patricia.wilson@example.com,5,75.34,376.7,Month-to-month,Bank transfer,0,Yes,Yes,0.842,1,37.87927,-122.37188
CUST-10223,Charles Miller,charles.miller@example.com,39,25.46,992.94,One year,Mailed check,1,No,Yes,0.0919,0,37.77477,-122.39122
CUST-10224,Susan Smith,susan.smith@example.com,60,76.84,4610.4,Two year,Bank transfer,1,Yes,No,0.0491,0,37.7662,-122.27319
CUST-10225,Robert Smith,robert.smith@example.com,16,114.87,1837.92,One year,Credit card,1,Yes,No internet service,0.5574,0,37.77521,-122.44477
CUST-10226,Jennifer Williams,jennifer.williams@example.com,40,27.9,1116.0,One year,Mailed check,0,Yes,Yes,0.0428,0,37.72293,-122.39347
CUST-10227,Robert Martinez,robert.martinez@example.com,47,28.62,1345.14,One year,Credit card,1,No,Yes,0.0595,0,37.64141,-122.36958
CUST-10228,David Brown,david.brown@example.com,4,54.67,218.68,Month-to-month,Bank transfer,1,Yes,No,0.8614,1,37.85924,-122.48877
CUST-10229,Michael Smith,michael.smith@example.com,8,117.51,940.08,Month-to-month,Electronic check,1,No,Yes,0.9576,1,37.64153,-122.31159
CUST-10230,David Lopez,david.lopez@example.com,14,31.53,441.42,Month-to-month,Electronic check,1,No,No,0.8172,0,37.69827,-122.42787
CUST-10231,Jennifer Jones,jennifer.jones@example.com,19,91.4,1736.6,Month-to-month,Credit card,1,Yes,No,0.8265,1,37.89966,-122.47342
CUST-10232,Robert Jackson,robert.jackson@example.com,9,100.43,903.87,Month-to-month,Electronic check,0,No internet service,Yes,0.8709,1,37.76443,-122.48471
CUST-10233,Charles Hernandez,charles.hernandez@example.com,9,98.45,886.05,Month-to-month,Mailed check,1,No,Yes,0.9352,1,37.77291,-122.33762
CUST-10234,Richard Moore,richard.moore@example.com,30,43.3,1299.0,One year,Bank transfer,0,Yes,Yes,0.1058,0,37.62778,-122.46889
CUST-10235,Jennifer Martinez,jennifer.martinez@example.com,10,25.99,259.9,Month-to-month,Mailed check,0,Yes,No,0.7012,1,37.90128,-122.30021
CUST-10236,Susan Wilson,susan.wilson@example.com,35,29.56,1034.6,One year,Mailed check,0,No internet service,Yes,0.0605,0,37.80247,-122.55072
CUST-10237,William Davis,william.davis@example.com,16,103.19,1651.04,Month-to-month,Bank transfer,1,No internet service,No,0.8805,1,37.64731,-122.50859
CUST-10238,Sarah Brown,sarah.brown@example.com,5,73.59,367.95,Month-to-month,Mailed check,1,No,No,0.9497,1,37.88064,-122.54227
CUST-10239,Charles Martin,charles.martin@example.com,15,44.82,672.3,Month-to-month,Bank transfer,1,No,Yes,0.7679,1,37.71455,-122.32337
CUST-10240,David Smith,david.smith@example.com,54,29.47,1591.38,Two year,Electronic check,0,Yes,Yes,0.0178,0,37.62849,-122.32029
CUST-10241,Joseph Jones,joseph.jones@example.com,8,28.4,227.2,Month-to-month,Bank transfer,0,No,No internet service,0.7916,1,37.92405,-122.51007
CUST-10242,Elizabeth Jones,elizabeth.jones@example.com,16,114.23,1827.68,Month-to-month,Electronic check,1,No,Yes,0.9254,1,37.87141,-122.4509
CUST-10243,James Gonzalez,james.gonzalez@example.com,27,47.99,1295.73,One year,Mailed check,1,Yes,Yes,0.137,0,37.69864,-122.48087
CUST-10244,Linda Moore,linda.moore@example.com,4,84.27,337.08,Month-to-month,Mailed check,0,No,No,0.9615,1,37.86335,-122.27258
CUST-10245,Patricia Thomas,patricia.thomas@example.com,38,58.84,2235.92,One year,Mailed check,1,No internet service,Yes,0.0865,0,37.63369,-122.32619
CUST-10246,Thomas Johnson,thomas.johnson@example.com,38,43.28,1644.64,Two year,Mailed check,1,Yes,Yes,0.0649,0,37.70486,-122.32451
CUST-10247,John Davis,john.davis@example.com,65,119.15,7744.75,One year,Mailed check,1,Yes,No internet service,0.0497,0,37.86676,-122.36011
CUST-10248,Sarah Smith,sarah.smith@example.com,34,114.84,3904.56,One year,Credit card,1,Yes,Yes,0.2749,1,37.63629,-122.55255
CUST-10249,Karen Davis,karen.davis@example.com,9,100.64,905.76,Month-to-month,Bank transfer,0,No,No,0.9613,1,37.87819,-122.47232
CUST-10250,James Jones,james.jones@example.com,58,106.07,6152.06,One year,Electronic check,1,No,No,0.1907,0,37.74358,-122.53909
CUST-10251,Charles Hernandez,charles.hernandez@example.com,5,116.07,580.35,Month-to-month,Bank transfer,1,No internet service,No,0.952,0,37.83297,-122.29075
CUST-10252,Patricia Davis,patricia.davis@example.com,51,49.45,2521.95,One year,Mailed check,0,Yes,No,0.0516,0,37.90951,-122.45192
CUST-10253,Sarah Johnson,sarah.johnson@example.com,7,83.96,587.72,Month-to-month,Electronic check,0,No,No,0.9531,1,37.8485,-122.498
CUST-10254,Mary Garcia,mary.garcia@example.com,63,92.93,5854.59,One year,Bank transfer,1,No,No,0.1149,0,37.69976,-122.54906
CUST-10255,Thomas Brown,thomas.brown@example.com,20,36.63,732.6,One year,Credit card,1,Yes,Yes,0.1679,0,37.78871,-122.53897
CUST-10256,Barbara Jackson,barbara.jackson@example.com,46,104.58,4810.68,One year,Bank transfer,1,Yes,Yes,0.1218,0,37.65632,-122.46686
CUST-10257,Jennifer Garcia,jennifer.garcia@example.com,40,79.4,3176.0,One year,Credit card,0,No,Yes,0.2178,0,37.82099,-122.3872
CUST-10258,Linda Garcia,linda.garcia@example.com,7,75.41,527.87,Month-to-month,Bank transfer,0,No internet service,No,0.8851,1,37.65367,-122.45153
CUST-10259,Jessica Thomas,jessica.thomas@example.com,7,86.2,603.4,Month-to-month,Credit card,1,No,Yes,0.9281,1,37.67615,-122.48186
CUST-10260,Robert Thomas,robert.thomas@example.com,33,86.1,2841.3,Two year,Electronic check,0,Yes,Yes,0.1857,0,37.73621,-122.45497
CUST-10261,David Anderson,david.anderson@example.com,8,76.42,611.36,Month-to-month,Mailed check,0,Yes,No,0.8803,1,37.65061,-122.46626
CUST-10262,Jessica Wilson,jessica.wilson@example.com,42,101.84,4277.28,Two year,Credit card,0,Yes,No,0.2204,0,37.90581,-122.39759
CUST-10263,Joseph Thomas,joseph.thomas@example.com,8,77.12,616.96,Month-to-month,Mailed check,1,No,Yes,0.9096,1,37.67676,-122.27409
CUST-10264,Richard Miller,richard.miller@example.com,8,119.73,957.84,Month-to-month,Mailed check,0,No internet service,No,0.9459,1,37.89814,-122.29515
CUST-10265,Robert Williams,robert.williams@example.com,8,65.82,526.56,Month-to-month,Electronic check,0,No,Yes,0.8892,1,37.78167,-122.44352
CUST-10266,Linda Jones,linda.jones@example.com,10,112.49,1124.9,Month-to-month,Electronic check,0,No,No internet service,0.947,1,37.88894,-122.30603
CUST-10267,Thomas Gonzalez,thomas.gonzalez@example.com,41,60.3,2472.3,One year,Credit card,1,Yes,Yes,0.074,0,37.72435,-122.49813
CUST-10268,Barbara Rodriguez,barbara.rodriguez@example.com,17,48.03,816.51,Two year,Credit card,0,No,Yes,0.4079,0,37.91665,-122.50101
CUST-10269,Charles Anderson,charles.anderson@example.com,33,28.93,954.69,One year,Credit card,1,No,No,0.2106,0,37.84718,-122.34155
CUST-10270,Patricia Johnson,patricia.johnson@example.com,27,33.56,906.12,One year,Electronic check,1,Yes,Yes,0.1063,0,37.68512,-122.55211
CUST-10271,John Anderson,john.anderson@example.com,7,66.42,464.94,Month-to-month,Credit card,0,Yes,No,0.8655,1,37.63407,-122.45766
CUST-10272,Karen Anderson,karen.anderson@example.com,16,36.35,581.6,Month-to-month,Bank transfer,0,No,No,0.8116,1,37.71042,-122.45343
CUST-10273,David Jackson,david.jackson@example.com,29,40.67,1179.43,One year,Credit card,1,Yes,Yes,0.1072,0,37.91504,-122.36474
CUST-10274,Barbara Jones,barbara.jones@example.com,42,100.51,4221.42,One year,Bank transfer,0,Yes,Yes,0.1431,0,37.70751,-122.30076
CUST-10275,Patricia Anderson,patricia.anderson@example.com,9,59.72,537.48,Month-to-month,Electronic check,1,No,No,0.9164,0,37.91485,-122.31759
CUST-10276,Jessica Martin,jessica.martin@example.com,32,118.84,3802.88,One year,Bank transfer,0,Yes,Yes,0.3194,1,37.83823,-122.30169
CUST-10277,Charles Miller,charles.miller@example.com,14,100.24,1403.36,Month-to-month,Credit card,0,No,No,0.9464,1,37.84128,-122.37278
CUST-10278,Charles Rodriguez,charles.rodriguez@example.com,36,119.48,4301.28,Two year,Mailed check,1,No,Yes,0.4476,0,37.8308,-122.37791
CUST-10279,Barbara Lopez,barbara.lopez@example.com,53,38.11,2019.83,One year,Electronic check,1,No,No,0.0779,0,37.84246,-122.40169
CUST-10280,David Hernandez,david.hernandez@example.com,29,62.05,1799.45,One year,Bank transfer,1,Yes,No,0.2328,0,37.76403,-122.53407
CUST-10281,John Jackson,john.jackson@example.com,43,31.98,1375.14,One year,Credit card,1,Yes,Yes,0.0382,0,37.88615,-122.52417
CUST-10282,Richard Hernandez,richard.hernandez@example.com,10,51.64,516.4,Month-to-month,Mailed check,0,No internet service,No,0.7968,1,37.81421,-122.51635
CUST-10283,John Smith,john.smith@example.com,5,35.84,179.2,Month-to-month,Electronic check,1,No,No,0.8988,1,37.75372,-122.44069
CUST-10284,Barbara Gonzalez,barbara.gonzalez@example.com,10,109.2,1092.0,Month-to-month,Mailed check,1,No,No internet service,0.9436,1,37.84498,-122.50152
CUST-10285,Patricia Martinez,patricia.martinez@example.com,8,102.38,819.04,Month-to-month,Bank transfer,0,No,Yes,0.9434,1,37.78099,-122.41216
CUST-10286,Linda Jones,linda.jones@example.com,17,114.81,1951.77,Month-to-month,Credit card,1,No,Yes,0.9215,1,37.92036,-122.50604
CUST-10287,James Jackson,james.jackson@example.com,25,57.52,1438.0,One year,Bank transfer,0,No,No,0.4461,0,37.80308,-122.55501
CUST-10288,Michael Smith,michael.smith@example.com,4,45.27,181.08,Month-to-month,Mailed check,1,No,Yes,0.8742,1,37.62769,-122.44314
CUST-10289,Michael Taylor,michael.taylor@example.com,11,30.49,335.39,Month-to-month,Electronic check,1,Yes,No,0.7061,0,37.77422,-122.3867
CUST-10290,Thomas Taylor,thomas.taylor@example.com,34,74.81,2543.54,Two year,Mailed check,0,Yes,Yes,0.1455,0,37.69525,-122.56558
CUST-10291,Robert Brown,robert.brown@example.com,45,71.17,3202.65,Two year,Electronic check,0,Yes,Yes,0.0707,0,37.76193,-122.27621
CUST-10292,Thomas Anderson,thomas.anderson@example.com,15,56.02,840.3,Month-to-month,Bank transfer,1,No,No,0.8722,1,37.88027,-122.30231
CUST-10293,James Jones,james.jones@example.com,27,82.18,2218.86,One year,Electronic check,1,Yes,Yes,0.2393,0,37.65905,-122.44932
CUST-10294,Elizabeth Rodriguez,elizabeth.rodriguez@example.com,46,108.61,4996.06,Two year,Mailed check,1,Yes,Yes,0.1307,0,37.64249,-122.28666
CUST-10295,David Brown,david.brown@example.com,10,38.13,381.3,Month-to-month,Credit card,0,No,No,0.8694,1,37.88367,-122.30541
CUST-10296,William Thomas,william.thomas@example.com,24,46.16,1107.84,Two year,Bank transfer,1,Yes,Yes,0.1575,0,37.78235,-122.34631
CUST-10297,Sarah Davis,sarah.davis@example.com,45,90.06,4052.7,Two year,Electronic check,1,Yes,Yes,0.0999,0,37.76948,-122.37029
CUST-10298,Jennifer Jones,jennifer.jones@example.com,41,84.34,3457.94,Two year,Mailed check,1,No internet service,Yes,0.1144,0,37.77365,-122.51978
CUST-10299,Barbara Hernandez,barbara.hernandez@example.com,20,84.33,1686.6,Month-to-month,Credit card,0,Yes,Yes,0.7013,1,37.75816,-122.39749
CUST-10300,Robert Thomas,robert.thomas@example.com,4,30.26,121.04,Month-to-month,Credit card,1,No,No,0.8946,1,37.87267,-122.33187
CUST-10301,Karen Martinez,karen.martinez@example.com,41,54.09,2217.69,Two year,Electronic check,0,No,Yes,0.1357,0,37.72449,-122.33918
CUST-10302,Karen Thomas,karen.thomas@example.com,34,85.89,2920.26,One year,Electronic check,1,Yes,Yes,0.1753,0,37.91423,-122.4818
CUST-10303,Susan Lopez,susan.lopez@example.com,20,91.69,1833.8,One year,Credit card,1,Yes,Yes,0.3777,0,37.68116,-122.29034
CUST-10304,Jennifer Miller,jennifer.miller@example.com,14,61.45,860.3,Month-to-month,Electronic check,0,No,Yes,0.8314,1,37.82244,-122.28254
CUST-10305,William Thomas,william.thomas@example.com,13,78.51,1020.63,Month-to-month,Mailed check,0,No,No,0.9244,1,37.86947,-122.53833
CUST-10306,Karen Martin,karen.martin@example.com,39,111.59,4352.01,Two year,Mailed check,1,Yes,No internet service,0.2029,0,37.91605,-122.43355
CUST-10307,William Jones,william.jones@example.com,12,90.15,1081.8,Month-to-month,Bank transfer,0,No,Yes,0.9091,0,37.81467,-122.50913
CUST-10308,Karen Martinez,karen.martinez@example.com,58,117.52,6816.16,One year,Mailed check,1,Yes,No,0.1175,0,37.72161,-122.53478
CUST-10309,Patricia Moore,patricia.moore@example.com,10,94.79,947.9,Month-to-month,Bank transfer,0,No,No,0.9539,1,37.62873,-122.53746
CUST-10310,Jennifer Jones,jennifer.jones@example.com,3,118.35,355.05,Month-to-month,Bank transfer,1,Yes,No,0.9596,1,37.86021,-122.5082
CUST-10311,Jessica Johnson,jessica.johnson@example.com,8,76.19,609.52,Month-to-month,Mailed check,0,No,No,0.9422,1,37.69618,-122.33411
CUST-10312,Charles Johnson,charles.johnson@example.com,35,51.27,1794.45,Two year,Electronic check,1,No internet service,No internet service,0.0905,0,37.81107,-122.33512
CUST-10313,Elizabeth Davis,elizabeth.davis@example.com,46,74.66,3434.36,Two year,Mailed check,0,No,No,0.2187,0,37.71315,-122.51617
CUST-10314,Robert Garcia,robert.garcia@example.com,48,47.91,2299.68,Two year,Bank transfer,1,Yes,Yes,0.0376,0,37.7014,-122.47023
CUST-10315,William Johnson,william.johnson@example.com,7,81.56,570.92,Month-to-month,Bank transfer,1,Yes,No internet service,0.8408,1,37.73233,-122.33419
CUST-10316,Mary Taylor,mary.taylor@example.com,5,61.59,307.95,Month-to-month,Credit card,1,Yes,No,0.8697,1,37.68891,-122.46983
CUST-10317,Patricia Martinez,patricia.martinez@example.com,13,102.37,1330.81,Month-to-month,Electronic check,1,No,No internet service,0.9228,1,37.697,-122.37672
CUST-10318,Karen Davis,karen.davis@example.com,45,114.5,5152.5,Two year,Credit card,1,Yes,No internet service,0.1532,0,37.63231,-122.41434
CUST-10319,Patricia Taylor,patricia.taylor@example.com,37,39.25,1452.25,Two year,Electronic check,0,Yes,No,0.1014,0,37.91178,-122.40801
CUST-10320,James Williams,james.williams@example.com,11,103.57,1139.27,Month-to-month,Mailed check,1,Yes,No,0.912,1,37.91777,-122.33684
CUST-10321,Robert Jones,robert.jones@example.com,13,37.8,491.4,Month-to-month,Bank transfer,1,Yes,Yes,0.5961,1,37.69319,-122.49181
CUST-10322,Jennifer Anderson,jennifer.anderson@example.com,37,73.48,2718.76,One year,Electronic check,0,Yes,No,0.1829,0,37.83516,-122.54762
CUST-10323,Susan Brown,susan.brown@example.com,12,112.67,1352.04,Month-to-month,Credit card,1,No,Yes,0.9401,1,37.7671,-122.40936
CUST-10324,William Gonzalez,william.gonzalez@example.com,53,49.81,2639.93,One year,Bank transfer,0,Yes,No,0.0458,1,37.88733,-122.52699
CUST-10325,John Smith,john.smith@example.com,35,41.01,1435.35,One year,Bank transfer,1,Yes,Yes,0.0749,0,37.88034,-122.52666
CUST-10326,David Davis,david.davis@example.com,31,76.73,2378.63,One year,Electronic check,0,Yes,No,0.2627,0,37.92319,-122.43102
CUST-10327,Jessica Williams,jessica.williams@example.com,3,68.72,206.16,Month-to-month,Bank transfer,1,Yes,No,0.8979,1,37.69526,-122.48386
CUST-10328,Robert Miller,robert.miller@example.com,8,78.42,627.36,Month-to-month,Bank transfer,0,No,No,0.9445,0,37.67549,-122.47544
CUST-10329,Joseph Wilson,joseph.wilson@example.com,7,68.0,476.0,Month-to-month,Credit card,1,No,No,0.9366,1,37.7904,-122.51667
CUST-10330,Karen Williams,karen.williams@example.com,54,46.32,2501.28,Two year,Electronic check,0,Yes,Yes,0.0248,0,37.87978,-122.37991
CUST-10331,Sarah Jackson,sarah.jackson@example.com,10,74.35,743.5,Month-to-month,Credit card,0,No internet service,No,0.8606,1,37.74265,-122.30197
CUST-10332,Sarah Martinez,sarah.martinez@example.com,9,21.06,189.54,Month-to-month,Mailed check,0,Yes,No,0.6945,0,37.80911,-122.51965
CUST-10333,Susan Jones,susan.jones@example.com,5,116.77,583.85,Month-to-month,Credit card,0,No internet service,No,0.9527,1,37.85334,-122.49988
CUST-10334,Thomas Lopez,thomas.lopez@example.com,12,58.81,705.72,Month-to-month,Credit card,0,No,No,0.8981,1,37.81946,-122.53843
CUST-10335,Susan Rodriguez,susan.rodriguez@example.com,31,85.37,2646.47,Two year,Bank transfer,1,Yes,Yes,0.2044,0,37.64825,-122.49392
CUST-10336,Joseph Taylor,joseph.taylor@example.com,15,108.72,1630.8,Month-to-month,Electronic check,1,No,No,0.9514,1,37.67458,-122.54627
CUST-10337,Thomas Miller,thomas.miller@example.com,5,86.11,430.55,Month-to-month,Credit card,0,No,No,0.9604,1,37.76935,-122.42576
CUST-10338,Richard Jackson,richard.jackson@example.com,15,77.35,1160.25,Month-to-month,Mailed check,1,Yes,Yes,0.7402,1,37.89214,-122.52534
CUST-10339,David Rodriguez,david.rodriguez@example.com,39,83.76,3266.64,Two year,Bank transfer,0,Yes,No internet service,0.1273,0,37.80686,-122.42798
CUST-10340,Barbara Garcia,barbara.garcia@example.com,8,96.75,774.0,Month-to-month,Bank transfer,1,Yes,No,0.917,1,37.90161,-122.39044
CUST-10341,Robert Davis,robert.davis@example.com,4,110.93,443.72,Month-to-month,Credit card,0,Yes,No,0.9504,1,37.67813,-122.29892
CUST-10342,Karen Johnson,karen.johnson@example.com,40,85.94,3437.6,Two year,Electronic check,0,No,Yes,0.2409,0,37.81967,-122.41279
CUST-10343,Patricia Johnson,patricia.johnson@example.com,36,96.87,3487.32,One year,Bank transfer,1,No internet service,Yes,0.1881,0,37.85336,-122.36039
CUST-10344,Michael Wilson,michael.wilson@example.com,9,48.33,434.97,Month-to-month,Credit card,1,Yes,No,0.7968,1,37.84799,-122.56727
CUST-10345,Susan Brown,susan.brown@example.com,35,60.88,2130.8,One year,Electronic check,1,Yes,No,0.1658,0,37.70099,-122.31291
CUST-10346,Linda Jackson,linda.jackson@example.com,6,61.32,367.92,Month-to-month,Credit card,1,No,No,0.9325,1,37.77003,-122.27285
CUST-10347,Sarah Lopez,sarah.lopez@example.com,35,31.91,1116.85,One year,Mailed check,1,Yes,No,0.1002,0,37.67344,-122.50506
CUST-10348,Jennifer Hernandez,jennifer.hernandez@example.com,43,58.91,2533.13,Two year,Electronic check,0,No,Yes,0.1314,0,37.7664,-122.38933
CUST-10349,Robert Williams,robert.williams@example.com,7,113.07,791.49,Month-to-month,Credit card,0,No,No,0.9733,1,37.83838,-122.39016
CUST-10350,David Thomas,david.thomas@example.com,5,48.6,243.0,Month-to-month,Electronic check,0,No,No,0.9197,1,37.83443,-122.38484
CUST-10351,John Lopez,john.lopez@example.com,1,97.97,97.97,Month-to-month,Bank transfer,0,Yes,No internet service,0.9163,1,37.68499,-122.56479
CUST-10352,Robert Williams,robert.williams@example.com,47,54.75,2573.25,One year,Bank transfer,1,Yes,Yes,0.0457,0,37.76133,-122.44821
CUST-10353,James Rodriguez,james.rodriguez@example.com,9,54.0,486.0,Month-to-month,Electronic check,0,No,No,0.9072,0,37.88773,-122.32546
CUST-10354,Sarah Rodriguez,sarah.rodriguez@example.com,63,95.75,6032.25,One year,Credit card,0,Yes,No,0.0581,0,37.88351,-122.42481
CUST-10355,Thomas Williams,thomas.williams@example.com,14,100.02,1400.28,Month-to-month,Credit card,0,Yes,No,0.8877,1,37.62782,-122.31975
CUST-10356,Joseph Martinez,joseph.martinez@example.com,12,113.14,1357.68,Month-to-month,Credit card,1,No,Yes,0.9406,1,37.79701,-122.51456
CUST-10357,Richard Thomas,richard.thomas@example.com,30,42.92,1287.6,One year,Mailed check,0,Yes,Yes,0.1051,0,37.85858,-122.53344
CUST-10358,Robert Thomas,robert.thomas@example.com,49,68.23,3343.27,One year,Bank transfer,1,Yes,Yes,0.0521,0,37.894,-122.30877
CUST-10359,Barbara Garcia,barbara.garcia@example.com,58,77.67,4504.86,Two year,Electronic check,1,Yes,Yes,0.0351,0,37.9068,-122.55963
CUST-10360,Patricia Gonzalez,patricia.gonzalez@example.com,49,71.82,3519.18,Two year,Bank transfer,0,Yes,Yes,0.0557,1,37.68813,-122.3951
CUST-10361,Mary Lopez,mary.lopez@example.com,31,67.13,2081.03,One year,Bank transfer,1,Yes,Yes,0.1513,0,37.68806,-122.35919
CUST-10362,Patricia Lopez,patricia.lopez@example.com,32,77.59,2482.88,Two year,Mailed check,0,Yes,Yes,0.1706,0,37.86613,-122.4028
CUST-10363,Jennifer Miller,jennifer.miller@example.com,19,37.66,715.54,Month-to-month,Credit card,1,Yes,No,0.6193,0,37.8141,-122.40921
CUST-10364,Mary Thomas,mary.thomas@example.com,10,89.05,890.5,Month-to-month,Electronic check,1,No,No,0.9486,1,37.87659,-122.54051
CUST-10365,Mary Rodriguez,mary.rodriguez@example.com,10,21.98,219.8,Month-to-month,Electronic check,1,No internet service,Yes,0.5678,0,37.80657,-122.39634
CUST-10366,Jessica Garcia,jessica.garcia@example.com,32,97.47,3119.04,Two year,Credit card,0,Yes,Yes,0.2343,0,37.71086,-122.37989
CUST-10367,William Garcia,william.garcia@example.com,59,60.48,3568.32,One year,Electronic check,1,Yes,No,0.0383,0,37.71894,-122.3735
CUST-10368,Thomas Martin,thomas.martin@example.com,31,56.32,1745.92,One year,Credit card,1,Yes,No,0.1915,1,37.63183,-122.35107
CUST-10369,Thomas Williams,thomas.williams@example.com,8,67.32,538.56,Month-to-month,Electronic check,1,Yes,No internet service,0.788,1,37.8544,-122.54442
CUST-10370,Thomas Martin,thomas.martin@example.com,12,44.74,536.88,Month-to-month,Bank transfer,1,No,No,0.8693,1,37.78292,-122.51822
CUST-10371,John Lopez,john.lopez@example.com,33,74.06,2443.98,Two year,Bank transfer,1,Yes,No internet service,0.152,1,37.90945,-122.40761
CUST-10372,Sarah Martin,sarah.martin@example.com,13,83.98,1091.74,Month-to-month,Bank transfer,0,No,No,0.9317,1,37.69304,-122.54253
